시간,rate
2021-04-03 00:00:00,1.0
2021-04-04 00:00:00,0.6
2021-04-05 00:00:00,0.3125
2021-04-06 00:00:00,0.28571
2021-04-07 00:00:00,0.25926
2021-04-08 00:00:00,0.20588
2021-04-09 00:00:00,0.2439
2021-04-10 00:00:00,0.31373
2021-04-11 00:00:00,0.31343
2021-04-12 00:00:00,0.26136
2021-04-13 00:00:00,0.17117
2021-04-14 00:00:00,0.42308
2021-04-15 00:00:00,0.35676
2021-04-16 00:00:00,0.28287
2021-04-17 00:00:00,0.36335
2021-04-18 00:00:00,0.31891
2021-04-19 00:00:00,0.15889
2021-04-20 00:00:00,0.08048
2021-04-21 00:00:00,0.05379
2021-04-22 00:00:00,0.06152
2021-04-23 00:00:00,0.03699
2021-04-24 00:00:00,0.02973
2021-04-25 00:00:00,-0.00115
2021-04-26 00:00:00,0.0104
2021-04-27 00:00:00,-0.00915
2021-04-28 00:00:00,0.0
2021-04-29 00:00:00,0.01732
2021-04-30 00:00:00,-0.01022
2021-05-01 00:00:00,-0.12729
2021-05-02 00:00:00,0.01971
2021-05-03 00:00:00,-0.02835
2021-05-04 00:00:00,-0.03846
2021-05-05 00:00:00,-0.08138
2021-05-06 00:00:00,-0.10661
2021-05-07 00:00:00,-0.10084
2021-05-08 00:00:00,-0.03364
2021-05-09 00:00:00,-0.06576
2021-05-10 00:00:00,-0.11801
2021-05-11 00:00:00,-0.0892
2021-05-12 00:00:00,-0.08247
2021-05-13 00:00:00,0.07865
2021-05-14 00:00:00,-0.01042
2021-05-15 00:00:00,-0.11842
2021-05-16 00:00:00,-0.2806
2021-05-17 00:00:00,0.05394
2021-05-18 00:00:00,0.33858
2021-04-07 00:00:00,1.0
2021-04-08 00:00:00,0.75
2021-04-09 00:00:00,0.35714
2021-04-10 00:00:00,0.36842
2021-04-11 00:00:00,0.34615
2021-04-12 00:00:00,0.31429
2021-04-13 00:00:00,0.26087
2021-04-14 00:00:00,0.2931
2021-04-15 00:00:00,0.38667
2021-04-16 00:00:00,0.29808
2021-04-17 00:00:00,0.27407
2021-04-18 00:00:00,0.27907
2021-04-19 00:00:00,0.36818
2021-04-20 00:00:00,0.32226
2021-04-21 00:00:00,0.15327
2021-04-22 00:00:00,0.22658
2021-04-23 00:00:00,0.12611
2021-04-24 00:00:00,0.07256
2021-04-25 00:00:00,0.07206
2021-04-26 00:00:00,0.02195
2021-04-27 00:00:00,0.0094
2021-04-28 00:00:00,0.0266
2021-04-29 00:00:00,0.00777
2021-04-30 00:00:00,-0.04113
2021-05-01 00:00:00,-0.0429
2021-05-02 00:00:00,-0.0028
2021-05-03 00:00:00,-0.01966
2021-05-04 00:00:00,-0.04728
2021-05-05 00:00:00,0.0
2021-05-06 00:00:00,-0.16541
2021-05-07 00:00:00,-0.0955
2021-05-08 00:00:00,-0.08765
2021-05-09 00:00:00,-0.12664
2021-05-10 00:00:00,-0.065
2021-05-11 00:00:00,-0.09893
2021-05-12 00:00:00,-0.04154
2021-05-13 00:00:00,0.02786
2021-05-14 00:00:00,0.00301
2021-05-15 00:00:00,-0.01802
2021-05-16 00:00:00,-0.05505
2021-05-17 00:00:00,-0.11003
2021-05-18 00:00:00,-0.02182
2021-04-18 00:00:00,0.33333
2021-04-19 00:00:00,0.5
2021-04-20 00:00:00,0.5
2021-04-21 00:00:00,0.33333
2021-04-22 00:00:00,0.33333
2021-04-23 00:00:00,0.3125
2021-04-24 00:00:00,0.28571
2021-04-25 00:00:00,0.22222
2021-04-26 00:00:00,0.30303
2021-04-27 00:00:00,0.16279
2021-04-28 00:00:00,0.12
2021-04-29 00:00:00,0.23214
2021-04-30 00:00:00,0.24638
2021-05-01 00:00:00,0.23256
2021-05-02 00:00:00,0.20755
2021-05-03 00:00:00,0.42188
2021-05-04 00:00:00,0.23626
2021-05-05 00:00:00,0.2
2021-05-06 00:00:00,0.25926
2021-05-07 00:00:00,0.17353
2021-05-08 00:00:00,0.23308
2021-05-09 00:00:00,0.21545
2021-05-10 00:00:00,0.20736
2021-05-11 00:00:00,0.18698
2021-05-12 00:00:00,0.19603
2021-05-13 00:00:00,0.2039
2021-05-14 00:00:00,0.26499
2021-05-15 00:00:00,0.12044
2021-05-16 00:00:00,0.07204
2021-05-17 00:00:00,0.01813
2021-05-18 00:00:00,0.0131
2021-05-19 00:00:00,0.00672
2021-05-20 00:00:00,0.019
2021-05-21 00:00:00,-0.00806
2021-05-22 00:00:00,0.00254
2021-05-23 00:00:00,0.0147
2021-05-24 00:00:00,0.00649
2021-05-25 00:00:00,-0.02035
2021-05-26 00:00:00,-0.05775
2021-05-27 00:00:00,-0.10914
2021-04-28 00:00:00,1.5
2021-04-29 00:00:00,0.1
2021-04-30 00:00:00,0.36364
2021-05-01 00:00:00,0.8
2021-05-02 00:00:00,0.44444
2021-05-03 00:00:00,0.33333
2021-05-04 00:00:00,0.42308
2021-05-05 00:00:00,0.25676
2021-05-06 00:00:00,0.26882
2021-05-07 00:00:00,0.25424
2021-05-08 00:00:00,0.24324
2021-05-09 00:00:00,0.31522
2021-05-10 00:00:00,0.28926
2021-05-11 00:00:00,0.37821
2021-05-12 00:00:00,0.32093
2021-05-13 00:00:00,0.25176
2021-05-14 00:00:00,0.19409
2021-05-15 00:00:00,0.26031
2021-05-16 00:00:00,0.1757
2021-05-17 00:00:00,0.19714
2021-05-18 00:00:00,0.1992
2021-05-19 00:00:00,0.10244
2021-05-20 00:00:00,0.06178
2021-05-21 00:00:00,0.04257
2021-05-22 00:00:00,0.0186
2021-05-23 00:00:00,0.01247
2021-05-24 00:00:00,0.00924
2021-05-25 00:00:00,0.00392
2021-05-26 00:00:00,0.02562
2021-05-27 00:00:00,0.0
2021-05-28 00:00:00,0.0
2021-05-29 00:00:00,-0.0072
2021-05-30 00:00:00,-0.01407
2021-04-28 00:00:00,0.75
2021-04-29 00:00:00,0.28571
2021-04-30 00:00:00,0.55556
2021-05-01 00:00:00,0.28571
2021-05-02 00:00:00,0.38889
2021-05-03 00:00:00,0.48
2021-05-04 00:00:00,0.35135
2021-05-05 00:00:00,0.4
2021-05-06 00:00:00,0.24286
2021-05-07 00:00:00,0.22989
2021-05-08 00:00:00,0.29907
2021-05-09 00:00:00,0.28777
2021-05-10 00:00:00,0.2905
2021-05-11 00:00:00,0.38961
2021-05-12 00:00:00,0.33022
2021-05-13 00:00:00,0.25527
2021-05-14 00:00:00,0.28918
2021-05-15 00:00:00,0.31548
2021-05-16 00:00:00,0.27613
2021-05-17 00:00:00,0.22328
2021-05-18 00:00:00,0.18041
2021-05-19 00:00:00,0.09791
2021-05-20 00:00:00,0.09081
2021-05-21 00:00:00,0.06979
2021-05-22 00:00:00,0.03635
2021-05-23 00:00:00,0.02383
2021-05-24 00:00:00,0.00834
2021-05-25 00:00:00,-0.00871
2021-05-26 00:00:00,0.0246
2021-05-27 00:00:00,0.003
2021-05-28 00:00:00,0.01625
2021-05-29 00:00:00,-0.00926
2021-05-30 00:00:00,-0.01656
2021-05-01 00:00:00,-0.92105
2021-05-02 00:00:00,0.0
2021-05-03 00:00:00,0.83333
2021-05-04 00:00:00,-0.09091
2021-05-05 00:00:00,0.9
2021-05-06 00:00:00,0.52632
2021-05-07 00:00:00,-0.34483
2021-05-08 00:00:00,1.31579
2021-05-09 00:00:00,0.18182
2021-05-10 00:00:00,0.26923
2021-05-11 00:00:00,0.34848
2021-05-12 00:00:00,0.26966
2021-05-13 00:00:00,0.38938
2021-05-14 00:00:00,0.36943
2021-05-15 00:00:00,0.26047
2021-05-16 00:00:00,0.19188
2021-05-17 00:00:00,0.14861
2021-05-18 00:00:00,0.22102
2021-05-19 00:00:00,0.26049
2021-05-20 00:00:00,0.29422
2021-05-21 00:00:00,0.22733
2021-05-22 00:00:00,0.2194
2021-05-23 00:00:00,0.17179
2021-05-24 00:00:00,0.21065
2021-05-25 00:00:00,0.23646
2021-05-26 00:00:00,0.16392
2021-05-27 00:00:00,0.09787
2021-05-28 00:00:00,0.08834
2021-05-29 00:00:00,0.03818
2021-05-30 00:00:00,0.0125
2021-05-31 00:00:00,0.00917
2021-06-01 00:00:00,0.03319
2021-06-02 00:00:00,-0.01995
2021-06-03 00:00:00,-0.0069
2021-06-04 00:00:00,0.03475
2021-06-05 00:00:00,0.02149
2021-06-06 00:00:00,0.01183
2021-06-07 00:00:00,0.00195
2021-06-08 00:00:00,0.00486
2021-06-09 00:00:00,0.01678
2021-06-10 00:00:00,-0.02158
2021-06-11 00:00:00,0.02433
2021-06-12 00:00:00,0.02945
2021-06-13 00:00:00,-0.00892
2021-06-14 00:00:00,0.02328
2021-05-01 00:00:00,0.8
2021-05-02 00:00:00,0.33333
2021-05-03 00:00:00,0.33333
2021-05-04 00:00:00,0.25
2021-05-05 00:00:00,0.5
2021-05-06 00:00:00,0.1
2021-05-07 00:00:00,0.30303
2021-05-08 00:00:00,0.34884
2021-05-09 00:00:00,0.36207
2021-05-10 00:00:00,0.16456
2021-05-11 00:00:00,0.43478
2021-05-12 00:00:00,0.23485
2021-05-13 00:00:00,0.3865
2021-05-14 00:00:00,0.27876
2021-05-15 00:00:00,0.23875
2021-05-16 00:00:00,0.26816
2021-05-17 00:00:00,0.25551
2021-05-18 00:00:00,0.01579
2021-05-19 00:00:00,0.27461
2021-05-20 00:00:00,0.15989
2021-05-21 00:00:00,0.12033
2021-05-22 00:00:00,0.07195
2021-05-23 00:00:00,0.05837
2021-05-24 00:00:00,0.05147
2021-05-25 00:00:00,0.01136
2021-05-26 00:00:00,0.02074
2021-05-27 00:00:00,0.03895
2021-05-28 00:00:00,-0.01222
2021-05-29 00:00:00,-0.05528
2021-05-30 00:00:00,-0.08646
2021-05-31 00:00:00,-0.1501
2021-06-01 00:00:00,-0.1856
2021-06-02 00:00:00,-0.15608
2021-06-03 00:00:00,0.00655
2021-06-04 00:00:00,-0.04553
2021-06-05 00:00:00,-0.08688
2021-06-06 00:00:00,-0.08022
2021-06-07 00:00:00,-0.13387
2021-06-08 00:00:00,-0.01639
2021-06-09 00:00:00,-0.19286
2021-06-10 00:00:00,-0.0236
2021-06-11 00:00:00,-0.01208
2021-06-12 00:00:00,0.02446
2021-06-13 00:00:00,-0.08955
2021-06-14 00:00:00,-0.00328
2021-05-02 00:00:00,0.66667
2021-05-03 00:00:00,0.5
2021-05-04 00:00:00,0.4
2021-05-05 00:00:00,0.09524
2021-05-06 00:00:00,0.3913
2021-05-07 00:00:00,0.28125
2021-05-08 00:00:00,0.14634
2021-05-09 00:00:00,0.38298
2021-05-10 00:00:00,0.26154
2021-05-11 00:00:00,0.20732
2021-05-12 00:00:00,0.34343
2021-05-13 00:00:00,0.22556
2021-05-14 00:00:00,0.39264
2021-05-15 00:00:00,0.3348
2021-05-16 00:00:00,0.33333
2021-05-17 00:00:00,0.25248
2021-05-18 00:00:00,0.24111
2021-05-19 00:00:00,0.27389
2021-05-20 00:00:00,0.25125
2021-05-21 00:00:00,0.06494
2021-05-22 00:00:00,0.05066
2021-05-23 00:00:00,0.05804
2021-05-24 00:00:00,0.0557
2021-05-25 00:00:00,0.13909
2021-05-26 00:00:00,0.10246
2021-05-27 00:00:00,0.14195
2021-05-28 00:00:00,0.12263
2021-05-29 00:00:00,0.07051
2021-05-30 00:00:00,0.03664
2021-05-31 00:00:00,0.03266
2021-06-01 00:00:00,0.03293
2021-06-02 00:00:00,0.02559
2021-06-03 00:00:00,0.01595
2021-06-04 00:00:00,0.00161
2021-06-05 00:00:00,0.02532
2021-06-06 00:00:00,0.00274
2021-06-07 00:00:00,-0.00665
2021-06-08 00:00:00,0.00118
2021-06-09 00:00:00,-0.01179
2021-06-10 00:00:00,-0.00597
2021-06-11 00:00:00,-0.0024
2021-06-12 00:00:00,0.00401
2021-06-13 00:00:00,-0.00839
2021-06-14 00:00:00,-0.02579
2021-06-02 00:00:00,0.0
2021-06-03 00:00:00,0.66667
2021-06-04 00:00:00,0.5
2021-06-05 00:00:00,0.33333
2021-06-06 00:00:00,0.35
2021-06-07 00:00:00,0.22222
2021-06-08 00:00:00,0.30303
2021-06-09 00:00:00,0.23256
2021-06-10 00:00:00,0.13208
2021-06-11 00:00:00,0.15
2021-06-12 00:00:00,0.33333
2021-06-13 00:00:00,0.41304
2021-06-14 00:00:00,0.28462
2021-06-15 00:00:00,0.31737
2021-06-16 00:00:00,0.26818
2021-06-17 00:00:00,0.25806
2021-06-18 00:00:00,0.18519
2021-06-19 00:00:00,0.16827
2021-06-20 00:00:00,0.21193
2021-06-21 00:00:00,0.17997
2021-06-22 00:00:00,0.23165
2021-06-23 00:00:00,0.09813
2021-06-24 00:00:00,-0.39574
2021-06-25 00:00:00,0.75176
2021-06-26 00:00:00,-0.16884
2021-06-04 00:00:00,-0.5
2021-06-05 00:00:00,1.0
2021-06-06 00:00:00,0.5
2021-06-07 00:00:00,0.0
2021-06-08 00:00:00,0.66667
2021-06-09 00:00:00,0.6
2021-06-10 00:00:00,0.625
2021-06-11 00:00:00,0.46154
2021-06-12 00:00:00,0.31579
2021-06-13 00:00:00,0.44
2021-06-14 00:00:00,0.52778
2021-06-15 00:00:00,0.27273
2021-06-16 00:00:00,0.24286
2021-06-17 00:00:00,0.29885
2021-06-18 00:00:00,0.29204
2021-06-19 00:00:00,0.25342
2021-06-20 00:00:00,0.15847
2021-06-21 00:00:00,0.25943
2021-06-22 00:00:00,0.1236
2021-06-23 00:00:00,0.05
2021-06-24 00:00:00,0.02857
2021-06-25 00:00:00,0.02469
2021-06-26 00:00:00,0.0753
2021-06-27 00:00:00,-0.0028
2021-06-28 00:00:00,0.0
2021-06-29 00:00:00,0.02809
2021-06-30 00:00:00,-0.01639
2021-07-01 00:00:00,0.02222
2021-07-02 00:00:00,0.01902
2021-07-03 00:00:00,0.00533
2021-07-04 00:00:00,-0.03714
2021-07-05 00:00:00,0.14876
2021-07-06 00:00:00,0.09113
2021-07-07 00:00:00,0.04835
2021-07-08 00:00:00,0.04403
2021-07-09 00:00:00,-0.03213
2021-07-10 00:00:00,-0.05602
2021-07-11 00:00:00,-0.02637
2021-07-12 00:00:00,-0.02483
2021-07-13 00:00:00,0.19213
2021-07-14 00:00:00,-0.00971
2021-07-15 00:00:00,0.06471
2021-06-03 00:00:00,0.0
2021-06-04 00:00:00,1.0
2021-06-05 00:00:00,1.25
2021-06-06 00:00:00,0.11111
2021-06-07 00:00:00,0.9
2021-06-08 00:00:00,0.36842
2021-06-09 00:00:00,0.61538
2021-06-10 00:00:00,0.7381
2021-06-11 00:00:00,0.23288
2021-06-12 00:00:00,0.2
2021-06-13 00:00:00,0.34259
2021-06-14 00:00:00,0.27586
2021-06-15 00:00:00,0.34595
2021-06-16 00:00:00,0.31325
2021-06-17 00:00:00,0.29358
2021-06-18 00:00:00,0.35225
2021-06-19 00:00:00,0.27273
2021-06-20 00:00:00,0.2033
2021-06-21 00:00:00,0.36187
2021-06-22 00:00:00,0.27158
2021-06-23 00:00:00,0.16348
2021-06-24 00:00:00,0.21473
2021-06-25 00:00:00,0.17677
2021-06-26 00:00:00,0.12921
2021-06-27 00:00:00,0.12636
2021-06-28 00:00:00,0.0751
2021-06-29 00:00:00,0.02232
2021-06-30 00:00:00,0.02098
2021-06-05 00:00:00,1.28571
2021-06-06 00:00:00,0.1875
2021-06-07 00:00:00,0.31579
2021-06-08 00:00:00,0.36
2021-06-09 00:00:00,0.32353
2021-06-10 00:00:00,0.53333
2021-06-11 00:00:00,0.27536
2021-06-12 00:00:00,0.38636
2021-06-13 00:00:00,0.36066
2021-06-14 00:00:00,0.35542
2021-06-15 00:00:00,0.38667
2021-06-16 00:00:00,0.37179
2021-06-17 00:00:00,0.22196
2021-06-18 00:00:00,0.31166
2021-06-19 00:00:00,0.293
2021-06-20 00:00:00,0.28298
2021-06-21 00:00:00,0.20123
2021-06-22 00:00:00,0.2575
2021-06-23 00:00:00,0.17627
2021-06-24 00:00:00,0.16716
2021-06-25 00:00:00,0.16864
2021-06-26 00:00:00,0.22009
2021-06-27 00:00:00,0.10698
2021-06-28 00:00:00,0.01557
2021-06-29 00:00:00,0.17499
2021-06-30 00:00:00,0.05512
2021-06-05 00:00:00,0.5
2021-06-06 00:00:00,0.5
2021-06-07 00:00:00,1.0
2021-06-08 00:00:00,0.27778
2021-06-09 00:00:00,0.26087
2021-06-10 00:00:00,0.44828
2021-06-11 00:00:00,0.52381
2021-06-12 00:00:00,0.32812
2021-06-13 00:00:00,0.35294
2021-06-14 00:00:00,0.43478
2021-06-15 00:00:00,0.2
2021-06-16 00:00:00,0.48485
2021-06-17 00:00:00,0.2483
2021-06-18 00:00:00,0.30518
2021-06-19 00:00:00,0.27557
2021-06-20 00:00:00,0.2455
2021-06-21 00:00:00,0.29041
2021-06-22 00:00:00,0.1558
2021-06-23 00:00:00,0.20969
2021-06-24 00:00:00,0.17189
2021-06-25 00:00:00,0.26911
2021-06-26 00:00:00,0.24192
2021-06-27 00:00:00,0.07177
2021-06-28 00:00:00,0.0
2021-06-29 00:00:00,0.24246
2021-06-30 00:00:00,0.06752
2021-06-05 00:00:00,1.14286
2021-06-06 00:00:00,0.46667
2021-06-07 00:00:00,0.81818
2021-06-08 00:00:00,0.25
2021-06-09 00:00:00,0.26
2021-06-10 00:00:00,0.33333
2021-06-11 00:00:00,0.44048
2021-06-12 00:00:00,0.2562
2021-06-13 00:00:00,0.26974
2021-06-14 00:00:00,0.44041
2021-06-15 00:00:00,0.28058
2021-06-16 00:00:00,0.42135
2021-06-17 00:00:00,0.20751
2021-06-18 00:00:00,0.31424
2021-06-19 00:00:00,0.25903
2021-06-20 00:00:00,0.16914
2021-06-21 00:00:00,0.13706
2021-06-22 00:00:00,0.12872
2021-06-23 00:00:00,0.16084
2021-06-24 00:00:00,0.16468
2021-06-25 00:00:00,0.09264
2021-06-26 00:00:00,0.19411
2021-06-27 00:00:00,0.1932
2021-06-28 00:00:00,0.04009
2021-06-29 00:00:00,0.09816
2021-06-30 00:00:00,0.02331
2021-06-05 00:00:00,0.25
2021-06-06 00:00:00,0.0
2021-06-07 00:00:00,0.3
2021-06-08 00:00:00,0.15385
2021-06-09 00:00:00,0.26667
2021-06-10 00:00:00,0.52632
2021-06-11 00:00:00,0.34483
2021-06-12 00:00:00,0.05128
2021-06-13 00:00:00,0.14634
2021-06-14 00:00:00,0.42553
2021-06-15 00:00:00,0.28358
2021-06-16 00:00:00,1.12791
2021-06-17 00:00:00,0.21858
2021-06-18 00:00:00,0.39013
2021-06-19 00:00:00,0.25806
2021-06-20 00:00:00,0.35897
2021-06-21 00:00:00,0.25094
2021-06-22 00:00:00,0.0905
2021-06-23 00:00:00,0.29737
2021-06-24 00:00:00,0.26972
2021-06-25 00:00:00,0.09992
2021-06-26 00:00:00,0.22824
2021-06-27 00:00:00,0.11809
2021-06-28 00:00:00,0.21845
2021-06-29 00:00:00,0.0365
2021-06-30 00:00:00,0.17386
2021-06-05 00:00:00,0.33333
2021-06-06 00:00:00,0.25
2021-06-07 00:00:00,0.35
2021-06-08 00:00:00,0.2963
2021-06-09 00:00:00,0.37143
2021-06-10 00:00:00,0.20833
2021-06-11 00:00:00,0.34483
2021-06-12 00:00:00,0.29487
2021-06-13 00:00:00,0.32673
2021-06-14 00:00:00,0.46269
2021-06-15 00:00:00,0.36735
2021-06-16 00:00:00,0.45896
2021-06-17 00:00:00,0.29412
2021-06-18 00:00:00,0.29249
2021-06-19 00:00:00,0.22783
2021-06-20 00:00:00,0.31382
2021-06-21 00:00:00,0.25024
2021-06-22 00:00:00,0.26005
