document	label
우리 후손들 입장에선 결과를 다 알고 영화 한산을 보면서도  한 치 앞 예측이 안되는 연출,  이순신의 고뇌,  양진영의 두뇌싸움,  특히 거북선은 소름이 쫙 끼칠 정도의 웅장함과 돌격선의 기개가 확 느껴지게  잘 표현했더이다~   후손들이 기대했을 법한 수준의 그런 멋진 파괴력이 충분히 그려져  ~  속 시원함~ 내가 만약 이순신이라면~ 이번 대전을 어찌 치룰까 라는 입장에서 본다면  진짜 쫀득하게 잘 만든 영화임~가족들과 함께 보길 추천~♡	1
오늘 보고 왔습니다.이순신 충무공의 전투 하나 하나, 모두 다 영화로 만들어주셨으면 좋겠어요  얼마나 혼자 고뇌하셨을지 학익진 작전 세우실 때 그 고독이 전해질 정도였습니다.개인적으로 명량 보다 박해일 배우님의 이순신 충무공님과 싱크로율도 더 잘 어울려그런지 극에 몰입이 훨씬 잘 되었고, 영상미 스토리 뭐 하나 빠질 것 없이 훌륭합니다.	1
명량보다 재밌게 봤음장군이 느꼈을 압박감, 고민 병사들이 느꼈을 공포 다 느꼈음거북선의 웅장함, 용두의 공포심 진짜 쩌럿다…	1
지금 보고와서 남겨요. 김시선님의 포인트인 전투씬 정말 좋았습니다. 특히나 단순히 글로 배운 학익진으로 외구를 물리쳤다에서 어떻게 전투에서  승리로 가는지를 보는게 정말 재미있습니다. 또 한가지 명량의 인물들이 어떤 서사를 가지고 있는지도 큰 포인트 중에 하나라고 생각합니다. 오히려 한산 후에 명량이 나왔어도 좋았겠다 싶을 정도로 잘 연결 되있습니다. 너무 재미있고 요즘같은 때 시원하게 극장에서 보세용 마스크는 필수	1
저 이번 기회가 되서 영화시사회에 가서 미리 보고왔는데... 정말 후회없는 선택이실겁니다 정말 재미있고 조금 길다고 느낄 수는 있는데 명량에 비해 엄청나게 발전한 CG와 촬영기법들이 정말 좋더라고요... 물론 이걸 너무 기대하시진 마시고 가족이나 친구랑 보시면 만족하실겁니다!	1
국뽕이니 뭐니 비난해도 이순신 장군님 이야기는 참을 수가 없다..	1
솔직히 이순신 장군님을 영화나 드라마를 만든다는게 너무 퀄리티가 높아서~~ 내용 자체가 거의 신급들이라 영화나 드라마로 표현 하기가 돈도 현실화 하는것도 어마어마한 작품이 되는거라 작품을 어설프게 만들어 버리면 거의 악의 축으로 몰릴 수 있는 상황이지..  손을 대는것 자체가 모험 중에 모험일 수 없을것이다~~ 그러니 작품 하나가 나오기 힘들겠지~~ 그냥 말로만 하는 드라마를 만들거면  이순신 장군님을 말 하기 힘들지~~~ 실제로 이순신 장군님을  모든 면모를 본다면 정말 대단함이 느껴지네~~ 그러한 위치에서 그렇게 지휘를  하는 모습이라니~~ 확실히 역대급이죠	1
우리 역사에 이렇게 훌륭한 장수가 있었다는 사실이 매우 자랑스럽습니다.	1
이런 옛날시대 전쟁영화를 좋아하는 편이라 앞으로도 우리나라의 장군들의 이야기를 다룬 영화가 계속 나와주면 좋겠다 명량도 재미있게 봐서 그런지 한산도 너무 기대됨	1
한산 용의 출현 정말 기대됩니다!  특히 거북선의 출현, 고증, 전투씬 중 가장 업그레이드 된 건 이순신 장군 캐릭터의 특징이죠. 전 영화 명량에서는 감정에 휩쓸리기만 하고 운에 맡긴다는 어설픈 이순신 장군이었다면 한산 예고편에서 본 이순신 장군은  냉정하고 탁월한 전략가로서의 면모를 보여주죠.	1
와 방금 보고 나왔는데...저는 솔직히 명량보다 훨씬 재미있었어요 초반에 1시간 반 정도는 약간 지루한 느낌이 있었는데 해전 시작하고 부터는 정말 재밌었어요 그리고 거북선 나올 때는 코가 찡한 게 눈물이 살짝 나더라구요 이건 한국인이면 다 느끼실 감정 같아요...1000만은 그냥 넘지 않을까 싶어요	1
해외....유럽에서도 역대급으로 알려진...이순신장군......영웅이십니다	1
이제까지 나온 영화 중에 가장 훌륭하게 고증해서 복원되고 재현된 거북선이네요. 박수를 보냅니다.	1
우리에겐 지금 압도적인 관객이 필요하다	1
학익진은 원래 수군이 쓰는 전략이 아니라 육군이 지상전에서 쓰던 전략이고, 아군의 수가 적의 수보다 압도적으로 많을 때 사용 가능한 전략이죠. 그래서 애매한 숫자로 학익진을 펼쳐서 적군이 학익진에 완전히 감싸지지 않은 상태면 적은 학익진의 날개부분부터 공략하고 들어오게 됩니다. 그러나 이순신은 이를 경상우수영과 전라우수영의 도움으로 적을 완전히 애워싼 후 완벽한 학익진으로 적을 섬멸합니다. 영화내용 끝 ㅋㅋ	1
김한민 감독님의 3부작 기획에 존경을 표현하지 않을 수 없다~! 정말 대단한 작업이 아닐 수 없다. 이왕 일본관련 역사 영화를 찍으셨으니 이것을 기점으로 을지문덕, 강감찬, 광개토대왕, 척준경 등..중국관련 대서사시 3편 영화 좀 기획해 주시면 안될까요? 힘든일인줄 알지만, 저 뻘짓거리하는 중국놈들 비록 작은 나라지만, 중국을 상대로 어땋게 이겨왔는지 꼭 영화로 만들어 중국놈들 쓸데없는 콧대 좀 꺾어 버렸음 좋겠습니다~^~^	1
진짜 세계해전사에 이런 전투와 전쟁이있었을까하다!!!모든 중세유럽 해전을 살펴봐도...이순신 장군에 업적과 지략과 해전은 정말이지...말이될수없는 신화를 이뤄...나라를 구한 구국에 영웅에 삶이였다!!한국을 싫어하지만!!이순신 장군만은 절대 부정할수없는...해서도 안돼는 그런 분이다!!!	1
말이 필요 없다 이순신이란 이름만 듣고도 가슴이 웅장해진다	1
우리는 극장에서 편하게 보지만 저 당시 이순신 장군님은 사선을 넘나드시고... 병졸부터 노군에 이르기까지 우리 조상님들의 분노와 피와 땀을 잊지말아야겠습니다. 대한민국 만세!	1
영화 한산 아직 못봤는데 너무 기대됩니다. 하지만 영화보다 더 실감나는 김동하작가의 한산소설을 사람들이 많이 몰라서 아쉽더군요. 한산개봉에 맞춰 동시 출간되었는데 전 미리 사서 읽었네요. 감동백배입니다.	1
실제 전투랑은 차이가 있지만 영화적 연출로 재밌게 구성해서 즐겁게 보고왔습니다 ㅋㅋ	1
이순신. 너무나 슬픈 영웅이죠.족 같은 왕이지만, 백성을 버릴 수 없었으니...	1
....시간이 없어서 결제해서 보는 걸로... 그리고 개인적으로는 이순신 장군님 최후의 전투 노량도 제작됐으면 좋겠어요...그리고...그 주연을 김명민 배우님이 맡으시면 진짜 대박으로 흥행하지 않을까 싶어요....으...진짜 보고 싶다 ...	1
최민식 배우님의 명량도 재미있게 봤고 박해일 배우님의 한산도 기대되는데 시리즈 마지막엔 김명민 배우님이 나와주셨으면 좋겠다.	1
이순신 장군님… 가슴이 웅장해집니다… 조선을 지켜주셔서 감사합니다… 높은 자리에서 얼마나 고되고 힘드셨을지 감히 가늠이 안됩니다…	1
예고편 보는데 일본 측도 디테일하게 보여주는게 흥미롭더라... 전편은 마냥 감정없는 나쁜놈들로만 나왔는데 자기들끼리 멘붕하는 모습이나 조선의 허점에 대해 눈치채고 파고드는 모습 등등 한산대첩을 입체적으로 보여줄듯	1
가슴이 웅장해지고 스케일 장난아니네요! 시간가는줄 몰랐어요역사에 대해서도 한번더 생각하게 되었어요	1
아.... 진짜 말이 필요없음무조건 보세요국뽕은 둘째치고 소름돋고 저걸큰 화면으로 본다는것 자체가 개소름임	1
진짜 꼭보세요 후회 안합니다.명량의 단점을 대부분 고친거같아요.. 후속작인 노량도 기대하게 만드는거같습니다!그리고 명량에서 고증오류가 많다고 대차게 까여서 이번엔 조금 고증에 무게를 뒀더니 영화적 요소가 부족하다며 까는 사람들도 있더라고요 ㅋㅋ 뭐 사람취향이니까 취존하구요 ㅋㅋ사실 뭘해도 억까당하는건 매한가지인거같네요 ㅋㅋㅋㅋㅋㅋㅋ	1
`분위기에 압도되어 눈물이 난다` 라는 말이 이제 이해 할 수 있을거 같습니다.학인진 컷에서 온몸이 부들부들 떨리 면서 눈물이 나기 시작하는데 태어나서 처음 겪어본 감정이었습니다.감히 말하자면 지금것 본 영화 통틀어 최고라고 말할수있겠네요	1
해전 씬만 51분이랍니다 ㅎㅎ 시사회 평도 다 좋고 기대되네요	1
가슴이 웅장햇어요.꼭 보세요!  명량의 감동을 다시 느낄수잇어서 좋았습니다!	1
세계학자들이 이순신 역사 연구하면서 놀라고 세계 해군학교에서도 이순신 전략을 가르칠정도로 세계적으로 유명한 위인입니다. 해군 역사상 가장 가성비있는 전투를 무패로 이끈 명장으로 칭송합니다.절대 국뽕이 아닙니다	1
개봉일 날 봤는데 진짜 믿고보는 이순신장군님 입니다.너무 멋져요. 진짜 꼭 무조건 봐야합니다	1
오늘 4d로 보고왔는데 진짜 장난없었습니다특히 좋았던점이라면 전투씬중에 사운드가 너무 커 배우들의 대사가 묻힐뻔 했지만 그 부분에서 자막을 추가해줘 너무 좋았네요	1
우리에겐 압도적인 국뽕이 필요하다.빨리 개봉해라 보고싶어 미치겠다.	1
22세기를 이끌 이순신이 나타나길 기도하면서,  영화를 보는내니 감동으로 함께 했습니다. 특히, 마지막 해전씬은 레전드.. 시리즈 3탄이 벌써부터 기대되는데요. ㅎㅎ	1
아이맥스로 봤는데... 확실히 해상도면에서 다릅니다.특히 해상 전투씬이 멋진데실감나게 봤습니다~	1
전작 명량의 아쉬웠던 부분을 이번작에서 많이 나아져서 볼만했음 영화관에서 볼만한 작품인듯 전투씬은 ㄹㅇ 지림	1
"사운드와 해전은 영화를 보는 내내 심장을 쫄깃하게 해줄만큼 매력적이고 잘 짜여졌지만, 오히려 실상 해전을 보여주는 시간이 너무 짧다고 느꼇고,  이순신 장군님의 대사가 없는 부분, 그리고 손현주 배우님같은 연기력이 뛰어난 배우분들의 비중, 그리고 지나치게 대립 구도로 와키자카와 이순신의 심리상태를 보여주려는 모습,  과장된 거북선의 모습, 이런것들의 국뽕을 뺀 영화 자체를 즐기거나 좋아하는 분들에게선 오히려 전작 명량에 비해 아쉬운 부분이 있을거라고 개인적으로 생각합니다. 나름 좋은작품은 맞지만 뭔지모를 아쉬움이 많이 남는 영화인것같습니다.
국뽕 빼면 천만까지는 불가능할것 같네요.. 개인적인 평가입니다! 다만 훌륭한 영화인건 확실합니다^^"	1
개인적으로 한산에서의 전투 전 치열한 정보싸움과 조선군과 왜군만의 내부갈등도 다뤄줘서 전투장면에서 더 몰입하고 볼 수 있었음	1
오늘 보고 왔어요 초반부는 조금 지루한 감이 있기도 했는데 해전이 시작되자마자 그런건 다 잊고 웅장함이 느껴지며 가슴이 벅차올랐습니다. 조금 아쉬운건 인물들의 서사가 작았다는거 예요 전쟁씬에 더 비중을 두기 위해서였겠죠? 드라마는 없습니다. 바다액션만 있죠	1
학익진은 진출하는 왜선을 배로 막기 위한것이 아니라 가운데 몰아서 판옥선을 회전시키면서 연속적으로 화포를 쏘아서 뫠선을 파괴시키는 것인데,영화에서는 충파로 공격하고 화포 한방으로 뜬금없이 전투가 끝나서 매우 아쉬웠음..	0
28일  조조로 보고 왔는데 사실.. 더 재밌게 보려고 리뷰도 안보고 오히려 불멸의 이순신 드라마를 보고 다녀왔음.. ㅎ신파 없고 억지 개그 없고 개인적으로 꿀 잼이었던듯	1
"명량"도 재미있지만 "한산"도 잘 만든 영화,오랜만에 잘보았다.	1
방영까지 앞으로 4일 남았네요 기대가 큽니다..해전을 어떻게 구현했을지	1
진짜 전투 장면은 숨쉬기 힘들게 정자세로 굳어져서 보게됨..	1
조선 갑옷을 너무 멋지게 표현했다는 것 만으로도 설레는 영화다.한국 사극 드라마 보면 조선군은 넝마같은 옷에 갑옷은 플라스틱에 패딩 입고 나오는데 웃음 밖에 안나오는데사극 영화는 너무 멋있게 나와서 좋다.명량도 한산도 특히 조선군이 멋지게 나와서 좋음드라마는 병사도 노인들만 나오는데 영화는 아니라서 좋음	1
개인적으로 "거북선"의 형태는  1) 조선수군 판옥선은밑이평평, 일본배는하부가 각져 속도가빠름.거북선은 그중간정도로 빠르며  긴육각형태로 견고,  돌격선의  기능으로 안성맞춤 사용.거북선이 당시로는 신무기!	1
개인적으로 너무 노회한 이순신 최민식배우보다 좀더 젊고 샤프하면서 고뇌를 잘표현 했음 박해일 배우님 정말 인생최고의 전성기 아닐가 싶음 살인의추억도 나오고 헤어질결심도 나오고.. 한국영화 양대 명작 명감독 영화에 다나오고 이순신역할까지...	1
영화에서 '도노'란 단어는 일어로 공, 나으리 같이 높은 인물에 대한 존칭입니다. 영화자막에서 이단어도 번역되었으면 좋겠네요. 모르는 사람들도 많으니까요.	1
영화보면서 끝나고 느낀건데 주인공이 대사가 많이 없음에도 그렇다고 주인공이 없다고 느껴지지 않는 영화다. 그만큼 표정이나 디테일부분에서 엄청난 신경을 썻다는거겠지... 참 배우들은 다르다.. 반면 옥택연씨는 조금... 뭔가... 나올때마다 ... 흐름이 끊겨... 집중이 끊겨..	1
오늘 보고왔습니다..한산도 다음에 명량해전으로 이어지는 전투를 영화두편으로 연이어 보면서 이어짐을 봤습니다..가슴이 뜨끈해지네요.하지만, 왜 우리조선은 문명을 안받아들여서 적들은 총으로 싸우는데 우리는 화살 칼이 너무 아쉽습니다.	1
"해상에 이순신 장군이 있었다면
육지엔 정기룡장군이 있었습니다60전 60승 하신 정기룡 장군님 영화도 나왔으면 좋겠습니다"	1
실제로 와키자카는 한산도대첩 패배이후에 섬에서 미역만 먹고 버티다가 구출 되었다고 하죠, 그 이후로 와키자카의 후손들은 한산도에서 패배한 그날은 미역만 먹는 다는 관습이 있다고 합니다.	1
무조건적인 국뽕을 싫어하는 1인이지만 이순신 장군을 연구하는 세계 학자들은 연구할수록 지려버린다고 세계사에 한획을 담당할수있는 인물이라고 평함.	1
한산 용의출현 영화에 등장하는 '등채'를 협찬하게되어 가장 영광이었던 영화입니다.스토리는 기대감이 높으나 복식같은 많은부분들이 매우 아쉽지만,등채만큼은 정품으로 실사제작하여 협찬했기에 기대를 많이하셔도 좋습니다.️제 채널에 관련영상을 게시하였으니많은 관심 부탁드리겠습니다!	1
이순신 장군이 존경스러운것은 삼도수군통제사일때도 원균을 죽이지 않을정도의 넓고깊은 도량입니다.	1
1)국뽕이긴한데 그수위가  덜해서 좋았고2) 엎치락 뒤치락하는 전투상황이 좋았고3)  실제 한산 대첩이 생긴 여러 요인들을상상력과  결부,진부할수도있는것을 무난히완성하여 처리, 한산도근처를 여행하면 더좋았을것!	1
이순신 장군님에 대한 영화와 기록은 한국이 존재하는한 계속 회자되어야 합니다..	1
전 개인적으로 영화 초반에 조선 수군과 왜적이 서로 군사기밀을 빼돌리는 부분이 재밌더라고요 긴박하고 서로 수 싸움하는 모습이 재밌었습니다	1
보고 왔는데 퀄리티 좋고 실감나는 동시에 긴장의 끈을 놓지 못 하였습니다 재밌었어요	1
영화가 정말 스타일리쉬하게 잘 나왔죠. 보면서 몇 번을 감탄했는지 모릅니다!	1
한산도대첩 학익진 매우 기대가 됩니다.  그 웅장한 한산대첩은 꼭 극장에서 봐야겠습니다.	1
한산대첩... 가슴이 웅장해진다	1
1000만은 기본이겠네.남한산성에서의 나약한 인조가 아닌성웅 이순신 장군의 박해일.헤어질 결심과 더불어스캔들 전혀 없는 박해일님의앞으로 있을 많은 영화제에서남주연기상 수상 기대합니다.	1
이순신도 이순신이었지만 와키자카 연기했던 변요한님과 원균 연기한 손현주님 연기가 대박입니다 특히 원균연기하신 손현주배우님 전투신이랑 말 한마디할 때마다 뒤통수 한 대 때려주고 싶었습니다	1
빨리빨리 보구싶다~  영화 "한산" 보러 개봉날 퇴근하고 바로 출정이닷~!!ㅎㅎ 듀근듀근~ 명실상부 자랑스런 세계 최고의 해군제독 이순신장군♡♡♡	1
꼭 보세요 요즘 볼만한 영화없었는데 한번더 보러갈까 생각들 정도네요	1
한산대첩 전투씬 화포 쏘는장면진짜최고였고 지상전투도보여주고  위기의순간 거북선 포를쏘는장면최고 과거 임준영 임준영아내 준사 인연 을이렇게알게되엇을때는 한산 명량 이렇게순서가맞네요	1
드디어 개봉이 얼마 남지 않았네요~	1
영화 명량과 한산, 둘 다 나라가 힘들 때 나와서 우리를 위로해주네요	1
어제 저녁에 보고왓는데요 진짜 보는내내 긴장감이  결론을 다아는데도말이죠  거북선 나오는장면엔  진짜 이게 나라가 자랑스러운거구나하는 생각이들어 어깨에힘들어가고 가슴도 뭉클햇습니다 박해일연기자 박지환 변요한님연기 너무 좋앗습니다	1
성웅 이순신... 머지않아 있을 남북 통일과정 가운데 이와 같은 장군이 육해공.. 군통수권자로 꼭 존재하길 기원합니다.	1
영화 보고 왔는데 진짜... 압도적인 ㅠㅜ 이런 사람이 필요합니다 흑흑 ㅠㅠㅠㅠㅠㅠ 아무튼 정말 너무 감사합니다 이순신장군님 ㅠㅠ	1
압도적인 관객이 필요하다	1
이 영화는 한국.영국(넬슨후손들).미국. 일본(와키자키후손들). 중국(진린후손들) 이들이 이역사적인 이순신장군의 활약을 보게된다면 더욱 멋진 대한민국 위상을 떨칠 수 있을것이다.이 영화는 이들국가와 동시 개봉을 추천 한바이다. 한국의 조선업을 또다시 세상에 알리는 계기가 될것이다.	1
어제 보고 왔는데 극장 가서 봐야 하는 영화! 한국사 이순신 장군을  알게되는 영화	1
무엇보다 이순신장군 영화라면 전국민 극장으로 출전하라!!	1
명량이 진짜 워낙 대작이라 ㅠㅠㅠ	1
방금 부산 유료시사회 보고왔습니다초반 이야기풀어나가는거 엄청짧게배치하고 액션신 장난없습니다이렇게 치밀한 장수였나싶을정도로 완벽한 승리 입니다	1
벌써부터 가슴이 웅장해진다	1
여기 나오는 김성균배우 역할은 가토 요시아키이고 초상화는 가토 기요마사 2군 선봉장의 사진이네요~ 재밌는건 김성균배우와 변요한 배우 가운데 앉은 배우님이 명량에선 가토요시아키 역을 맡으신 배우시네요~	1
네플릭스에서 수천억 투자해서 10부작으로 좋은 작품을 만들면 진짜 웅장한 서사시가 나올거 같다.	1
오늘 무대인사 보면서 보고왔는데진심 미쳤어요 ㅠㅠㅠㅠ 그리고 변요한 연기진짜 미쳤어요 ….	1
천만가야지...너무나 기대된다...	1
가기전에 미리 이영상을 보고 갔으면 초반부 일본대사 한글자막 읽으면서 이해안가서  놓치는 부분없이봤을텐데... 싶네요   사실 명량스타일로 스토리가 전개된다 기대하고 갔는데 초반부에는 한국배우의 일본어 대사로인해 일본어 대사 하느라 감정이 덜녹아 보이는 배우들의 연기가 다소 부자연스러워 몰입이 덜되었고  전투신 전의 과정이 영화 전반부의 대부분이여서인지  다소 지루했습니다  배우들도 약간 코믹영화에서 눈에 익으신 분들이 출연하셔서인지 이부분도 몰입을 방해했구요하지만 전투신은  국뽕뿜뿜하며  신나고 통쾌하게 잘보았습니다  아 이게 학익진~~ 이랬네요	0
바로 이거지 기가 막힌 전술 전략으로 소수의 조선수군이 다수의 왜군을 격파하는 것 스트레스에 찌들어 사는 지금 우리에게 필요한 힐링이 되는 쾌감이다	1
아니 자기를 버린 왕과 신하를위해나라와 백성을위해 목숨바친성웅 이순신 머리숙여 진심으로 존경합니다.꾸벅	1
해변을 걸으시며 영화가 끝날 때 기립 박수라도 하고 싶은 심정이었습니다….	1
재미 오졌구 전투씬은 감동 그 자체예요	1
정말 기대됩니다 명량도 정말 재밌게봤는데꼭봐야겠어요~	1
거북선 전포사격의 단 한장면만으로도 국뽕에 취할수 있는 명화라고 생각합니다...^^	1
꼭 보러가야지! ㅠㅠ 기다려진다	1
3부작마다 이순신 배역이 바뀐다고 해서 걱정했지만... 역시 믿고보는 배우~~	1
무패의 영웅 이순신... 죽어서도 승리를 장악한 무패.. 지린다	1
아무튼 보면서 나도 두손 주먹을 꽉 쥐고 보았어요. 이순신장군도 거북선이 짠하고 나타나는 것도 멋지고 또 그 큰배를 움직이기위해 배안에 노젖는라 땀을 비오듯 흘리던 백성들도 안스럽고..그모두가 합쳐져 이순신이라는 세계적인 위인이 대한민국에서 나올수 있었다 생각됩니더. 머 국뽕이래도 어쩔수 없어요. 내가 한국사람인걸머..어떡해	1
명량 ost 다시 쓴 거 ㄹㅇ 신의 한 수	1
영화로 만들어도 욕먹을 전투들 중 여러 전투가 이순신 장군의 전투들임	1
극장에서 봐야 하는 영화 전투신 사운드가 지림	1
가슴이 웅장해집니다	1
명량에이어 한산도 최고였네요.. 노량도 촬영을 완료했다고 하셨는데 꼭 볼겁니다 만들어주셔서 정말 감사드려요	1
이순신 장군님은 지장, 용장, 덕장이셨죠. 장군이 3개를 다갖춘 경우는 찾아보기 힘들죠.	1
박해일 배우님도 연기를 너무 잘하시고 좋아하는 배우인데~~전작들이 모두 명배우들이라~박해일 배우님이 많이 힘이 들지도모르겠네요~그래도 한산 출현진들 모두 화이팅하시고 좋은 영화를 만들어주세요	1
이게 실화라니 가슴이 웅장하다	1
지금 우리에겐 일본에 대한 압도적인 경제적 승리가 필요하다.	1
이버 봤는데 다른거북선과 다르게 다른 한거북선이 있는데 실제로 이게있다면대단함 단점을 없에려고 아예 새로 개발한거 보면 진짜 대단함	1
세상에 다시 태어나길 바라는이순신...	1
거북선 등장할 때 ㄹㅇ 온몸에 소름돋았음	1
우리나라 배우중에 이순신 장군 역할.. 신중하게 캬스팅 해야함....	1
정말 캐스팅도 너무너무 좋았는데 명량 캐스팅을 한산과 노량이 이길 수가 없을듯해요…. 치트키야.. 최민식,류승룡..	1
명량을 너무나 재밌게 봤던지라 이번 한산도 극장가서 보겠습니다 ^^	1
나약한 조선에 위대한 충신 이자 용장  나라는 그를 지킬수 없지만 그는 나라를 지켰다.	1
한산이 개봉 된 극장가가 한산하지 않아서 정말 다행입니다.	1
7:32 여기 쓰인 초상화의 주인은 가토 기요마사고, 한산도대첩때 그는 한창 북방에서 조선군을 몰아내고 왕을 쫓기 바빴습니다. 영화에서 김성균 배우가 연기한 수군 장수는 가토 기요마사가 아니라 가토 요시아키 입니다.	1
대단하심과  그들의 희생ㆍ기도드립니다. 우리가 지금  누리는삶을  감사히  최선다해 살아가야 보답할듯합니다.	1
담주 개봉일에 보러갑니다~ 기대됩니다 !!!	1
만약에라는 가정이지만 그당시  이순신 장군이 없었더라면?이순신장군이 일본에게 패했더라면?우리나라는 어찌되었을까요?이순신 장군은 5000년한반도 역사상 최고의 장군임에는 틀림이없다고 봅니다.	1
실 캐릭터가 너무 개사기 말도 안돼는 스펙이라영화에서 오히려 강제너프를 거듭표현한 케이스	1
안성기가 이순신 역할이 아니라니... 여러모로 레전드 영화네	1
영화관에서 꼭 보세여 강추:) 특히 우리 장이수씨는 여기서도 독보적이네요	1
방금 한산 영화보고왔는데   시작부터 끝나는시간까지  너무재미나서  또한번보러갈려구요  이거안보면  진짜후회함  꼭들보세요	1
3대 대첩이라 불리는 한산도대첩..후에 권율도원수와 김시민장군도 나오셨으면좋겠습니다.	1
빨리나왔으면 좋겠다	1
이거 꼭 영화관에서 큰 스크린과 웅장한 사운드로 봐야해요	1
명량 다시 리뷰해주는건줄 알고 계속 보고있었네	1
그냥 울컥했다.	1
한산대첩도 있지만... 칠천량 해전도 있고... 세계사적 승전과 패전이 비슷한 공간 같은 적을 두고 잇었다는것도 참 재밌는 사실...	1
우리 국민들이 이순신 장군님에 열광하는 이유는 현재 우리나라 정치인들에게 희망을 걸지 못하는 것도 한 이유가 아닐까요? 왜 이순신 장군님 같은 지도자와 정치인을 찾기가 이렇게나 어려운가요? 보수도 진보도 뜯어보면 4년, 5년 보장된 임기동안 제 잇속 챙기기에만 혈안이 되어서 국민을 속이고 이간질하고..진짜로 국민을 위해 목숨 바쳐 헌신하고자 하는 사람을 찾아볼 수가 없는것 같습니다. 짧은 시간 스크린에서나마 지도자 다운 지도자를 만나는 것만으로도 위안이 되기에 명량에 이어 한산에도 기꺼이 티켓값 아끼지 않고 구매하겠습니다.	1
삼국지 적벽대전처럼 스케일 크게 만들었음 좋겠는데..	1
덕수 가문의 후손 으로써 자랑스러움에 감사함을 올립니다 12세손의 높으신 할아버지께 28세손의 미천한 손자가...	1
